,Baseline,Baseline,Baseline,JS_Strategy,JS_Strategy,JS_Strategy,JB_Strategy,JB_Strategy,JB_Strategy,JE_Strategy,JE_Strategy,JE_Strategy
,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds,Equities,HighYieldBonds,InvGradeBonds
Dates,,,,,,,,,,,,
1983-12-21,0.005082419774362887,0.0,0.0,0.0038034617186816057,0.0,0.0,0.004705398914001172,0.0,0.0,0.004256762846594983,0.0,0.0
1983-12-22,-0.0009357974216297931,0.0,0.0,-0.0007003100545853761,0.0,0.0,-0.0008663786871114767,0.0,0.0,-0.0007837738465497838,0.0,0.0
1983-12-23,-0.00016163096276081861,0.0,0.0,-0.00012095757664792445,0.0,0.0,-0.00014964095655382143,0.0,0.0,-0.000135373445658742,0.0,0.0
1983-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-12-27,0.00497975866027932,0.0,0.0,0.0037266346097946782,0.0,0.0,0.004610353341977455,0.0,0.0,0.004170779390756616,0.0,0.0
1983-12-28,0.001857963416870283,0.0,0.0,0.0013904189430442805,0.0,0.0,0.001720137145714466,0.0,0.0,0.0015561307397631318,0.0,0.0
1983-12-29,-0.0015322310268756462,0.0,0.0,-0.0011466550016774788,0.0,0.0,-0.0014185680305722787,0.0,0.0,-0.0012833147195957357,0.0,0.0
1983-12-30,0.0002241009475066329,-0.0,0.0009068240725296871,0.00016770739387983805,-0.001103152785231166,0.0008482845766803027,0.000207476832264712,-0.0010917999026220512,0.0006716436965864278,0.00018769496216052925,-0.0010974469838533254,0.0007595073196853794
